,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Dài,Rộng,Triệu đồng
8853,Quận Hà Đông,Phường Yên Nghĩa,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,52.0,10.0,5.0,4100.2
8854,Quận Tây Hồ,Phường Nhật Tân,"Nhà ngõ, hẻm",Đã có sổ,5,6,68.0,17.0,4.0,7599.68
8855,Quận Đống Đa,Phường Phương Liên,"Nhà ngõ, hẻm",Đã có sổ,5,3,42.0,7.0,6.0,4000.08
8856,Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,48.0,11.0,3.0,4500.0
8857,Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,48.0,10.0,4.0,6800.16
8858,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,3,3,32.0,10.0,3.25,1180.16
8859,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,37.0,9.0,4.0,1350.13
8860,Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5,3,28.0,6.0,4.0,2150.1200000000003
8861,Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,5,4,45.0,15.0,4.0,4400.1
8862,Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,6,11,70.0,13.0,4.0,8500.1
8863,Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5,3,33.0,10.0,3.0,3599.9700000000003
8864,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,3,34.0,8.0,4.0,3799.84
8865,Quận Đống Đa,Phường Văn Chương,"Nhà ngõ, hẻm",Đã có sổ,3,3,28.0,7.0,4.0,1699.88
8866,Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,4,50.0,14.0,3.0,5300.0
8867,Quận Đống Đa,Phường Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,80.0,10.0,8.0,9500.0
8868,Quận Bắc Từ Liêm,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,4,30.0,8.0,4.0,2499.9
8869,Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,9,11,88.0,10.0,9.0,8600.24
8870,Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,4,4,46.0,9.0,5.0,3.128
8871,Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,8.0,3.0,2850.0
8872,Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,5,6,48.0,10.0,5.0,4750.08
8873,Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,6,45.0,10.0,4.0,4000.05
8874,Huyện Thanh Trì,Xã Tứ Hiệp,"Nhà ngõ, hẻm",Đã có sổ,3,4,43.0,11.0,4.0,2300.07
8875,Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,3,3,46.0,12.0,4.0,2599.92
8876,Quận Tây Hồ,Phường Tứ Liên,"Nhà ngõ, hẻm",Đã có sổ,5,6,46.0,12.0,4.0,4000.16
8877,Huyện Hoài Đức,Xã La Phù,"Nhà ngõ, hẻm",Đã có sổ,3,3,30.0,8.0,3.0,1299.8999999999999
8878,Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,6,4,30.0,9.0,3.0,2679.9
8879,Quận Đống Đa,Phường Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,40.0,10.0,4.0,8000.0
8880,Quận Hoàng Mai,Phường Mai Động,"Nhà ngõ, hẻm",Đã có sổ,1,1,46.0,12.0,4.0,2150.04
8881,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5,3,35.0,7.0,4.0,3349.85
8882,Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,6,3,32.0,32.0,32.0,4900.16
8883,Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,5,6,55.0,13.0,4.0,5650.150000000001
8884,Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,5,2,30.0,6.0,5.0,3600.0
8885,Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,5,4,47.0,12.0,4.0,4849.93
8886,Quận Đống Đa,Phường Văn Chương,"Nhà ngõ, hẻm",Đã có sổ,3,3,28.0,7.0,4.0,1750.0
8887,Quận Đống Đa,Phường Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,45.0,10.0,4.0,3400.2000000000003
8888,Quận Hai Bà Trưng,Phường Trương Định,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,100.0,20.0,5.0,6000.0
8889,Quận Long Biên,Phường Ngọc Lâm,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,50.0,8.0,6.0,4550.0
8890,Quận Hai Bà Trưng,Phường Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,4,2,30.0,6.0,5.0,2199.9
8891,Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,5,60.0,8.0,7.0,7500.0
8892,Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,10.0,3.0,2750.1
8893,Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,5,5,52.0,13.0,4.0,6249.88
8894,Quận Long Biên,Phường Long Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,40.0,12.0,3.0,4750.0
8895,Quận Hà Đông,Phường Vạn Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,34.0,9.0,4.0,2799.8999999999996
8896,Quận Ba Đình,Phường Quán Thánh,"Nhà ngõ, hẻm",Đã có sổ,4,3,62.0,12.0,5.0,8200.119999999999
8897,Quận Thanh Xuân,Phường Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,5,4,40.0,10.0,4.0,3700.0
8898,Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,3,3,35.0,10.0,3.0,1850.1
8899,Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,4,3,31.0,10.0,3.1,2700.1
8900,Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,4,4,81.0,13.5,6.0,10500.029999999999
8901,Quận Hoàng Mai,Phường Mai Động,"Nhà ngõ, hẻm",Đã có sổ,5,3,39.0,13.0,3.1,2799.8100000000004
8902,Huyện Hoài Đức,Xã Vân Canh,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,8.0,3.0,1629.8999999999999
8903,Quận Nam Từ Liêm,Phường Đại Mỗ,"Nhà ngõ, hẻm",Đã có sổ,4,3,31.0,8.0,4.0,2419.86
8904,Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,10.0,3.0,2450.1
8905,Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,6,6,40.0,10.0,4.0,4150.0
8906,Quận Bắc Từ Liêm,Phường Phúc Diễn,"Nhà ngõ, hẻm",Đã có sổ,5,5,50.0,10.0,5.0,4500.0
8907,Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,6,9,40.0,12.0,3.0,3600.0
8908,Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5,8,40.0,10.0,4.0,2750.0
8909,Huyện Thanh Trì,Xã Tả Thanh Oai,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,10.0,4.0,2200.0
8910,Quận Hà Đông,Phường Biên Giang,"Nhà ngõ, hẻm",Đã có sổ,2,2,47.0,12.0,4.0,900.05
8911,Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,8,60.0,14.0,4.0,6649.8
8912,Quận Ba Đình,Phường Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,5,4,37.0,11.2,3.3,2999.96
8913,Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,3,27.0,8.0,3.0,2249.91
8914,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,9.0,4.0,2600.0
8915,Quận Long Biên,Phường Cự Khối,"Nhà ngõ, hẻm",Đã có sổ,4,3,35.0,9.0,4.0,1690.1499999999999
8916,Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,10.0,3.0,2850.0
8917,Quận Long Biên,Phường Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,3,3,60.0,10.0,6.0,3499.7999999999997
8918,Quận Long Biên,Phường Phúc Lợi,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,6.0,4.0,1869.8999999999999
8919,Quận Long Biên,Phường Long Biên,"Nhà ngõ, hẻm",Đã có sổ,5,5,44.0,12.0,3.0,2929.96
8920,Huyện Đông Anh,Thị trấn Đông Anh,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,100.0,25.0,6.0,4700.0
8921,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,4,54.0,9.0,6.0,5900.04
8922,Quận Long Biên,Phường Long Biên,"Nhà ngõ, hẻm",Đã có sổ,5,5,43.0,13.0,3.0,3200.06
8923,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,3,26.0,6.0,4.0,1959.8799999999999
8924,Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,5,3,62.0,15.0,4.0,4700.22
8925,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,2,2,48.0,7.0,7.0,3649.92
8926,Quận Hà Đông,Phường Phúc La,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,55.0,11.0,5.0,3699.85
8927,Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4,40.0,10.0,4.0,3950.0
8928,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,5,60.0,15.0,4.0,6799.8
8929,Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,4,4,55.0,12.0,4.0,3699.85
8930,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,6,45.0,12.0,3.0,3950.1
8931,Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,5,30.0,5.0,6.0,2450.1
8932,Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5,5,38.0,10.0,3.0,3350.08
8933,Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,5,4,30.0,8.0,4.0,2600.1
8934,Quận Ba Đình,Phường Phúc Xá,"Nhà ngõ, hẻm",Đã có sổ,4,4,35.0,11.0,3.0,2399.95
8935,Quận Cầu Giấy,Phường Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,40.0,8.0,5.0,4000.0
8936,Quận Tây Hồ,Phường Bưởi,Nhà phố liền kề,Đã có sổ,4,3,34.0,8.0,4.3,2980.1000000000004
8937,Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,3,35.0,10.0,3.0,2600.15
8938,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,Nhà phố liền kề,Đã có sổ,5,4,37.0,11.2,3.5,3099.86
8939,Quận Hà Đông,Phường Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,26.0,7.0,4.0,2400.06
8940,Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,9.0,3.5,3300.0
8941,Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,36.0,10.0,3.6,2300.04
8942,Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,36.0,10.0,3.6,2300.04
8943,Quận Long Biên,Phường Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,35.0,9.0,4.0,3399.9
8944,Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4,40.0,8.0,5.0,2750.0
8945,Quận Nam Từ Liêm,Phường Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,4,4,35.0,8.0,4.0,2600.15
8946,Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,4,37.0,9.5,4.0,4000.07
8947,Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3,31.0,9.0,4.5,1700.0400000000002
8948,Quận Cầu Giấy,Phường Quan Hoa,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,48.0,12.0,4.0,3000.0
8949,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Giấy tờ khác,3,3,60.0,6.0,10.0,2800.2000000000003
8950,Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,7.0,4.0,3600.0
8951,Quận Đống Đa,Phường Văn Chương,"Nhà ngõ, hẻm",Đã có sổ,5,4,32.0,5.0,6.0,3100.16
8952,Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,47.0,12.0,3.6,6000.0199999999995
8953,Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,4,50.0,15.0,38.0,5000.0
8954,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,45.0,11.0,4.0,3249.9
8955,Quận Đống Đa,Phường Kim Liên,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,38.0,10.0,3.6,6900.040000000001
8956,Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,10.0,3.0,2700.0
8957,Quận Hai Bà Trưng,Phường Đồng Nhân,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,10.0,4.0,3900.0
8958,Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4,3,36.0,10.0,3.6,2649.96
8959,Quận Long Biên,Phường Long Biên,"Nhà ngõ, hẻm",Đã có sổ,3,2,35.0,5.0,7.0,2950.15
8960,Quận Long Biên,Phường Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,5,5,75.0,15.0,5.0,8499.75
8961,Quận Thanh Xuân,Phường Thanh Xuân Nam,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,35.0,7.0,5.0,2629.9
8962,Quận Long Biên,Phường Thạch Bàn,"Nhà ngõ, hẻm",Đã có sổ,5,3,37.0,8.2,4.5,4099.97
8963,Quận Nam Từ Liêm,Phường Mỹ Đình 2,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,40.0,9.0,4.8,3800.0
8964,Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,4,3,38.0,12.0,3.0,2699.9
8965,Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,30.0,6.0,5.0,3999.9000000000005
8966,Quận Nam Từ Liêm,Phường Tây Mỗ,"Nhà ngõ, hẻm",Đã có sổ,5,3,33.0,8.0,4.0,1989.8999999999999
8967,Quận Đống Đa,Phường Phương Liên,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,30.0,6.0,5.0,3549.9
8968,Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,4,3,32.0,8.0,4.0,2849.92
8969,Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,5,152.0,25.0,6.0,13000.56
8970,Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,4,4,56.0,13.0,4.2,5600.0
8971,Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,2,2,38.0,8.0,5.0,1499.86
8972,Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,3,3,60.0,12.0,5.0,4800.0
8973,Quận Hà Đông,Phường Dương Nội,Nhà phố liền kề,Đã có sổ,4,4,35.0,11.0,3.0,2649.85
8974,Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,5,68.0,10.0,7.0,4600.200000000001
8975,Quận Nam Từ Liêm,Phường Phương Canh,Nhà phố liền kề,Đã có sổ,4,4,40.0,12.0,3.3,2250.0
8976,Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,7,11,65.0,11.0,6.0,12500.15
8977,Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,4,45.0,11.5,4.0,5599.8
8978,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,4,45.0,11.0,4.0,6300.0
8979,Quận Đống Đa,Phường Văn Miếu,"Nhà ngõ, hẻm",Đã có sổ,4,2,27.0,8.4,3.2,2499.9300000000003
8980,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,4,45.0,11.0,4.0,5200.2
8981,Quận Long Biên,Phường Long Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,6,6,52.0,12.0,4.0,5599.88
8982,Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,3,33.0,8.0,4.0,3899.94
8983,Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,4,45.0,11.0,4.0,4500.0
8984,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3,30.0,8.0,4.0,1460.1000000000001
8985,Quận Tây Hồ,Phường Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,2,3,60.0,10.0,6.0,3100.2000000000003
8986,Quận Tây Hồ,Phường Bưởi,Nhà biệt thự,Đã có sổ,7,6,70.0,10.0,7.0,12499.9
8987,Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,7,4,60.0,7.0,8.0,9499.800000000001
8988,Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,3,33.0,7.0,4.0,4950.0
8989,Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,3,2,40.0,10.0,4.0,3500.0
8990,Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,6,35.0,9.0,4.0,3300.15
8991,Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,46.0,11.0,4.0,4350.219999999999
8992,Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,2,23.0,6.0,3.0,2500.1
8993,Quận Đống Đa,Phường Ngã Tư Sở,"Nhà mặt phố, mặt tiền",Đã có sổ,6,4,210.0,8.0,4.0,5901.0
8994,Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4,40.0,10.0,4.0,2600.0
8995,Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,6,49.0,10.0,4.0,8699.95
8996,Quận Nam Từ Liêm,Phường Phương Canh,Nhà phố liền kề,Giấy tờ khác,3,3,90.0,15.0,6.0,80.01
8997,Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,3,31.0,8.0,3.0,3900.11
8998,Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4,2,35.0,8.0,4.0,3300.15
8999,Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,4,4,50.0,12.5,4.0,4350.0
9000,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,4,3,50.0,10.0,5.0,4400.0
9001,Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,5,3,34.0,11.0,3.3,3799.84
9002,Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5,3,30.0,8.0,4.0,2700.0
9003,Quận Hà Đông,Phường Phú La,"Nhà ngõ, hẻm",Đã có sổ,2,2,43.0,12.0,3.0,1799.98
9004,Quận Thanh Xuân,Phường Thanh Xuân Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4,30.0,10.0,3.0,2900.1
9005,Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,5,6,33.0,6.0,6.0,2900.04
9006,Quận Cầu Giấy,Phường Yên Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,7,11,43.0,9.0,5.0,7700.009999999999
9007,Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,3,59.0,14.0,4.0,2800.14
9008,Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,6,4,40.0,10.0,4.0,5000.0
9009,Quận Thanh Xuân,Phường Khương Mai,Nhà phố liền kề,Đã có sổ,6,4,51.0,14.0,3.7,7500.06
9010,Quận Long Biên,Phường Long Biên,"Nhà ngõ, hẻm",Đã có sổ,5,3,32.0,8.0,4.0,3449.92
9011,Quận Hai Bà Trưng,Phường Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,5,3,27.0,8.0,3.0,2700.0
9012,Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2,31.0,8.0,3.0,2599.9700000000003
9013,Quận Tây Hồ,Phường Tứ Liên,Nhà phố liền kề,Đã có sổ,3,3,75.0,21.0,3.0,2499.75
9014,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đang chờ sổ,1,1,57.0,15.0,4.0,800.28
9015,Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5,3,32.0,8.0,4.0,3350.08
9016,Quận Đống Đa,Phường Phương Mai,"Nhà ngõ, hẻm",Không rõ,3,2,20.0,7.0,3.0,1600.0
9017,Huyện Thanh Trì,Xã Ngọc Hồi,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,43.0,11.0,3.0,2500.02
9018,Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,4,51.0,15.0,3.0,3800.01
9019,Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5,5,43.0,12.0,3.0,4149.93
9020,Quận Thanh Xuân,Phường Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4,41.0,13.0,3.0,3699.8399999999997
9021,Quận Hoàng Mai,Phường Định Công,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,32.0,10.0,3.0,2649.92
9022,Quận Hà Đông,Phường Yên Nghĩa,Nhà phố liền kề,Đã có sổ,5,4,50.0,12.0,4.0,3950.0
9023,Quận Nam Từ Liêm,Phường Phương Canh,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,38.0,9.0,4.0,2249.98
9024,Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,4,31.0,9.0,4.0,2249.98
9025,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,4,35.0,10.0,3.0,3250.1
9026,Quận Hà Đông,Phường Dương Nội,Nhà biệt thự,Đã có sổ,3,4,77.0,14.0,5.0,2500.19
9027,Huyện Hoài Đức,Xã Vân Canh,"Nhà ngõ, hẻm",Đã có sổ,4,3,32.0,5.0,6.0,1849.92
9028,Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4,37.0,9.0,4.0,3499.83
9029,Quận Tây Hồ,Phường Phú Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,3,36.0,3.0,3.0,3250.08
9030,Quận Hai Bà Trưng,Phường Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,5,3,40.0,10.0,4.0,4900.0
9031,Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,5,3,35.0,8.75,4.0,3749.9
9032,Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,1,3,42.0,11.0,3.0,4200.0
9033,Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,2,2,48.0,12.0,3.0,4350.24
9034,Quận Đống Đa,Phường Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,3,2,19.0,5.0,4.0,1599.9899999999998
9035,Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,6,50.0,11.0,5.0,5300.0
9036,Quận Hai Bà Trưng,Phường Quỳnh Lôi,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,25.0,8.0,3.0,2700.0
9037,Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,4,3,41.0,13.0,3.0,2100.02
9038,Quận Hà Đông,Phường Hà Cầu,Nhà phố liền kề,Đã có sổ,5,5,55.0,11.0,5.0,4799.849999999999
9039,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,4,4,36.0,10.0,3.0,2900.16
9040,Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",Không rõ,4,4,45.0,9.0,5.0,3500.1
9041,Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,2,2,19.0,5.0,4.0,1299.98
9042,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5,4,55.0,12.0,5.0,7999.749999999999
9043,Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,5,4,30.0,7.0,4.0,3099.9
9044,Huyện Hoài Đức,Xã La Phù,"Nhà ngõ, hẻm",Đã có sổ,3,3,30.0,8.4,3.5,1520.1000000000001
9045,Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4,40.0,12.0,35.0,3900.0
9046,Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5,4,40.0,9.0,4.0,3850.0
9047,Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,4,4,60.0,15.0,4.0,8400.0
9048,Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,56.0,14.0,4.0,5499.759999999999
9049,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3,41.0,9.0,4.0,3899.92
